candidate_id,formula_pretty,chemsys,origin_requested_chemsys,matched_query_chemsys,retrieval_mode,requested_overlap_score,n_elements,assigned_family,family_match,complexity_score,complexity_threshold,passed_complexity_gate,rejection_stage,rejection_reason,survives_baseline,case_id
mp-1206044,CrCoBr3,Br-Co-Cr,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-10394,CrCoGe,Co-Cr-Ge,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226287,CrCoPt2,Co-Cr-Pt,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-570863,CrCoPt2,Co-Cr-Pt,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1095673,CrCoSi,Co-Cr-Si,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226249,CrCoSi2,Co-Cr-Si,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-567981,CrGaCo2,Co-Cr-Ga,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-16735,CrInCo2,Co-Cr-In,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028407,Mg14CrCo,Co-Cr-Mg,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028410,Mg14CrCo,Co-Cr-Mg,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022048,Mg6CrCo,Co-Cr-Mg,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022092,Mg6CrCo,Co-Cr-Mg,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-864955,Mn2CrCo,Co-Cr-Mn,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,Co-Cr-W,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1229047,AlCoW,Al-Co-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
mp-631696,Ca2CoW,Ca-Co-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226107,CoSiW,Co-Si-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1192784,Hf9CoW4,Co-Hf-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
mp-1028395,Mg14CoW,Co-Mg-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028398,Mg14CoW,Co-Mg-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022044,Mg6CoW,Co-Mg-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022059,Mg6CoW,Co-Mg-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-631428,TlCoW,Co-Tl-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
mp-1216765,V2Co9W,Co-V-W,Co-Cr-W,Co+W,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
mp-10883,AlCrCo2,Al-Co-Cr,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1008277,CrCo2As,As-Co-Cr,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018080,CrCo2Bi,Bi-Co-Cr,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1183740,CrCo2Ge,Co-Cr-Ge,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018082,CrCo2Sb,Co-Cr-Sb,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1008224,CrCo2Si,Co-Cr-Si,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1206397,CrCoAs,As-Co-Cr,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1206044,CrCoBr3,Br-Co-Cr,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-10394,CrCoGe,Co-Cr-Ge,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226287,CrCoPt2,Co-Cr-Pt,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-570863,CrCoPt2,Co-Cr-Pt,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1095673,CrCoSi,Co-Cr-Si,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226249,CrCoSi2,Co-Cr-Si,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-567981,CrGaCo2,Co-Cr-Ga,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-16735,CrInCo2,Co-Cr-In,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028407,Mg14CrCo,Co-Cr-Mg,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028410,Mg14CrCo,Co-Cr-Mg,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022048,Mg6CrCo,Co-Cr-Mg,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022092,Mg6CrCo,Co-Cr-Mg,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-864955,Mn2CrCo,Co-Cr-Mn,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,Co-Cr-Ni,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1229050,Al18Co5Ni3,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1228913,Al2CoNi,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1228742,Al9Co2Ni,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1214804,AlCo2Ni,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1214822,AlCo2Ni,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1228972,AlCoNi6,Al-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-867271,Be2CoNi,Be-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226458,Co3NiSb12,Co-Ni-Sb,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1106327,Co4NiSb12,Co-Ni-Sb,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226203,CoNi2Sn,Co-Ni-Sn,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1079542,CoNiAs,As-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226009,CoNiAs2,As-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226018,CoNiAs4,As-Co-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226015,CoNiGe,Co-Ge-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226021,CoNiGe,Co-Ge-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226004,CoNiPt2,Co-Ni-Pt,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1226094,CoNiPt2,Co-Ni-Pt,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1025009,CoNiSb,Co-Ni-Sb,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226172,CoNiSb,Co-Ni-Sb,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226120,CoNiSb6,Co-Ni-Sb,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-20237,CoNiSn,Co-Ni-Sn,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate family does not match the requested family.,False,wear_hot_corrosion
mp-1226006,CoSi4Ni,Co-Ni-Si,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226011,CoSi4Ni3,Co-Ni-Si,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1102115,CoSiNi,Co-Ni-Si,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1225312,DyCoNi,Co-Dy-Ni,Co-Cr-Ni,Co+Ni,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-10883,AlCrCo2,Al-Co-Cr,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1008277,CrCo2As,As-Co-Cr,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018080,CrCo2Bi,Bi-Co-Cr,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1183740,CrCo2Ge,Co-Cr-Ge,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1018082,CrCo2Sb,Co-Cr-Sb,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1008224,CrCo2Si,Co-Cr-Si,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1206397,CrCoAs,As-Co-Cr,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1206044,CrCoBr3,Br-Co-Cr,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-10394,CrCoGe,Co-Cr-Ge,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226287,CrCoPt2,Co-Cr-Pt,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-570863,CrCoPt2,Co-Cr-Pt,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1095673,CrCoSi,Co-Cr-Si,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226249,CrCoSi2,Co-Cr-Si,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-567981,CrGaCo2,Co-Cr-Ga,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-16735,CrInCo2,Co-Cr-In,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028407,Mg14CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028410,Mg14CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022048,Mg6CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022092,Mg6CrCo,Co-Cr-Mg,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-864955,Mn2CrCo,Co-Cr-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,Co-Cr-Mo,Co+Cr,fallback_cobalt_pair_window,2,4,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not preserve the requested distinguishing element.,False,wear_hot_corrosion
mp-1226926,Ce(Co5Mo)2,Ce-Co-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226069,Co3SiMo2,Co-Mo-Si,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226367,CoGeMo,Co-Ge-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1226108,CoSiMo,Co-Mo-Si,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1225767,Dy(Co5Mo)2,Co-Dy-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1225178,Er(Co5Mo)2,Co-Er-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1225713,Gd(Co5Mo)2,Co-Gd-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-973612,Hf9CoMo4,Co-Hf-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
mp-1028389,Mg14CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1028400,Mg14CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022041,Mg6CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1022071,Mg6CoMo,Co-Mg-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Returned candidate contains non-target chemistry for this broader recovery step.,False,wear_hot_corrosion
mp-1096406,Mn2CoMo,Co-Mn-Mo,Co-Cr-Mo,Co+Mo,fallback_cobalt_pair_window,2,3,Excluded,False,,,,retrieval_acceptance,Pair-window candidate does not restore the missing requested anchor element.,False,wear_hot_corrosion
